Game Number,Gamemode,Result,Winner,Game Length,Starting Cell,Final Board State
8355,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'X']"
8356,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', ' ', 'X', ' ', 'O', 'X']"
8357,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', ' ', ' ', 'X', 'O', 'O', 'O', 'X']"
8358,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', ' ', 'O', ' ', 'O', ' ']"
8359,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'O', 'O', 'O', 'X', 'O', 'X', 'X']"
8360,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'X', 'O', 'X', 'O', 'X', 'O', ' ']"
8361,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', ' ', 'X', ' ', 'O', 'X']"
8362,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', ' ', 'O', 'O', 'O', 'X', 'X']"
8363,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8364,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'X', 'O', 'O', 'O', 'O', 'X']"
8365,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'O', 'X', ' ', 'O', 'X', ' ', 'O']"
8366,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'X', 'X', ' ', ' ', 'O', 'O', 'O']"
8367,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', 'O', ' ', ' ', ' ', 'O']"
8368,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'O', 'X', 'O', 'O', 'X']"
8369,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'O']"
8370,"('Simulation Play', 'Random')",Winner,X,5,2,"['O', 'X', ' ', ' ', 'X', ' ', 'O', 'X', ' ']"
8371,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'O', 'O', 'X', 'O', 'X', ' ']"
8372,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'X']"
8373,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'O', 'X', 'O', 'O', 'X', 'X']"
8374,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', 'X', 'O', 'O', 'X', ' ', ' ']"
8375,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'X', ' ', 'O', 'X', 'O', 'O', 'X']"
8376,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'O', 'O', 'X', 'X', 'O', 'X', ' ']"
8377,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', 'O', 'O', ' ', 'X', 'X', 'X']"
8378,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'O', 'X', 'O', 'O', 'X']"
8379,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'X', 'O', 'X', 'O', 'X']"
8380,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'O', ' ', 'X', 'O', ' ', 'X', 'X']"
8381,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'X']"
8382,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8383,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'X', ' ', 'X', 'O', 'O', 'O']"
8384,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'O', 'X', 'X', 'X', ' ', 'O', 'O']"
8385,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'O', 'X', 'O', 'X', 'O']"
8386,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', ' ', 'O', 'O', 'X', 'X', 'X']"
8387,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', 'O', 'X', 'O', ' ', 'O']"
8388,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'O', 'O', ' ', 'O', 'X', 'X']"
8389,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'X']"
8390,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'X', 'X', ' ', ' ', 'O', 'O', 'O']"
8391,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', 'X', 'O', ' ', 'X', 'O', ' ']"
8392,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', 'X', ' ', 'O', ' ', ' ', 'X', 'O']"
8393,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'O', 'X', 'O', ' ', 'O', 'X', ' ']"
8394,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']"
8395,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', ' ', 'O', 'X', 'O', 'X', 'X', 'O']"
8396,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', 'X', 'O', 'O', ' ', 'O']"
8397,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'X', 'O', 'X', 'O', 'O']"
8398,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'X', 'O', 'O', 'O', 'X', 'X', 'O']"
8399,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', ' ', 'X', 'O', 'O', ' ', 'X']"
8400,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']"
8401,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', ' ', 'O', 'O', 'X', 'X', 'X', 'O']"
8402,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', ' ', ' ', 'X', 'O', 'O', 'X']"
8403,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', 'O', ' ', 'X', ' ', ' ', 'X', 'O']"
8404,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'O', ' ', 'O', ' ', 'O', 'X', 'X']"
8405,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', ' ', 'O', ' ', 'X', 'X', 'O']"
8406,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'O', 'X', 'O']"
8407,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'O', 'X', 'X', 'O', 'X', 'O', 'O']"
8408,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'X', 'O', 'X', ' ', 'O', 'O']"
8409,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'X']"
8410,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'X', ' ', 'X', 'O', 'O', 'X', 'O']"
8411,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'X', 'O', 'O', 'X', ' ', 'O', 'X']"
8412,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'O', 'X']"
8413,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'X']"
8414,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'X']"
8415,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8416,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', 'O', ' ', 'O', ' ', ' ']"
8417,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', ' ', 'O', 'X', 'X', ' ', 'O']"
8418,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', ' ', 'X', ' ', 'O', 'O']"
8419,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', ' ', 'X', 'O', 'X', 'O', ' ']"
8420,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'O', 'X', 'O', 'X', 'O', 'X', ' ']"
8421,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', ' ', 'O', 'X', 'X', 'O', 'O', 'O']"
8422,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', ' ', 'X', 'X', 'O', 'O', 'O']"
8423,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'O']"
8424,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'O', ' ', ' ', 'O', 'X', 'X', 'X']"
8425,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', 'X', ' ', 'O', 'X', 'O', ' ']"
8426,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'X']"
8427,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'X', 'O']"
8428,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'X']"
8429,"('Simulation Play', 'Random')",Winner,X,5,2,"['O', 'X', ' ', ' ', 'X', 'O', ' ', 'X', ' ']"
8430,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'X']"
8431,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'O', 'X', 'X', 'O', ' ', 'X', ' ']"
8432,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', 'O', 'X', 'O', 'X', 'X', ' ']"
8433,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'O', 'X']"
8434,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', ' ', 'O', 'O', 'X', 'O', 'X', 'X']"
8435,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', ' ', 'X', 'O', 'X', 'X', 'O']"
8436,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'X', 'O', 'O']"
8437,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'O']"
8438,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'O']"
8439,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', ' ', 'O', 'O', 'O', 'X', ' ', 'X']"
8440,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', 'O', ' ', 'O', ' ', ' ', ' ']"
8441,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'X', 'O', 'X', 'O', 'O']"
8442,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', ' ', 'O', 'O', ' ', 'X']"
8443,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', 'O', ' ', 'X', 'O', ' ', 'X']"
8444,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'O', 'X', 'O', 'X', 'O']"
8445,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', 'X', 'O', ' ', 'O', ' ']"
8446,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'X', 'O', 'O']"
8447,"('Simulation Play', 'Random')",Winner,O,6,2,"['X', 'X', 'O', ' ', 'O', 'X', 'O', ' ', ' ']"
8448,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'O']"
8449,"('Simulation Play', 'Random')",Winner,O,6,2,"['X', 'X', 'O', ' ', ' ', 'O', 'X', ' ', 'O']"
8450,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'O', 'X', 'O', 'X', 'O', 'X']"
8451,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8452,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'O']"
8453,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'X', ' ', 'O', 'O', 'O', ' ']"
8454,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'X']"
8455,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']"
8456,"('Simulation Play', 'Random')",Winner,O,6,2,"['X', 'X', 'O', 'X', ' ', 'O', ' ', ' ', 'O']"
8457,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'O', 'X', 'O', 'O', 'O', 'X', 'X']"
8458,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'X']"
8459,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', 'O', 'X', 'O', ' ', ' ', 'X']"
8460,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', ' ', 'O', 'O', 'O', 'X', 'O', 'X']"
8461,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', 'O', ' ', 'X', 'O', ' ', 'X']"
8462,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', ' ', ' ', 'O', ' ', 'O']"
8463,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', 'O', ' ', ' ', ' ', 'O']"
8464,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'X', 'O', 'X', 'O', 'O', 'X', ' ']"
8465,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8466,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'X', 'O', 'O', 'O', 'O', 'X']"
8467,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', ' ', 'O', 'O', 'O', ' ', 'X', 'X']"
8468,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', ' ', 'O', 'O', ' ', 'X', 'O']"
8469,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'X', 'O', 'O', 'X', ' ', 'O']"
8470,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'X', 'O', 'O', 'O', ' ', ' ']"
8471,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'X', 'O', 'O', 'O', 'O', 'X', 'X']"
8472,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', ' ', 'O', 'O', ' ', 'X']"
8473,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'X', 'O', 'X', 'O', 'X']"
8474,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', 'O', ' ', 'O', ' ', ' ', ' ']"
8475,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', ' ', 'O', ' ', 'X', 'O']"
8476,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', 'X', 'O', 'X', ' ', ' ']"
8477,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'O', 'O', ' ', 'X', 'X', 'O']"
8478,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', ' ', 'O', 'O', 'X', 'O', ' ']"
8479,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'O', 'X', 'O', 'O', 'X']"
8480,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', ' ', 'X', 'X', 'O', 'X', 'O']"
8481,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']"
8482,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']"
8483,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'X', 'X', 'O', 'O', 'X']"
8484,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'X']"
8485,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', ' ', ' ', 'X', 'O', 'O', 'X', ' ']"
8486,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', 'O', 'X', ' ', ' ', 'X']"
8487,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'O']"
8488,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'X']"
8489,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'X', 'O', 'X', 'X', 'O', 'O', 'O']"
8490,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'X']"
8491,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'X', 'O', 'X', 'O', 'O', 'X']"
8492,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'O', 'X', 'O', 'X', 'O', 'O', 'X']"
8493,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'O', 'X', 'O', 'X', 'O', 'X']"
8494,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', ' ', 'O', 'X', ' ', 'O', 'X', ' ']"
8495,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'O', 'X', 'X', 'X', 'O', ' ', ' ']"
8496,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', ' ', 'O', 'X', 'X', 'O', 'O']"
8497,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', 'X', ' ', ' ', 'X', 'O']"
8498,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', ' ', 'O', ' ', 'O', 'X', 'O']"
8499,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'X', 'O', ' ', 'O', 'O', ' ']"
8500,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', 'O', ' ', 'X', 'O', 'X', ' ']"
8501,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', 'X', 'O', 'O', ' ', 'O']"
8502,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'O', 'X', ' ', 'O', 'X', 'O', ' ']"
8503,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'X', 'O', 'O', 'O', 'O', 'X']"
8504,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', 'O', 'X', 'X', ' ', 'X', 'O']"
8505,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'O', 'O', 'O', 'X', 'X', ' ']"
8506,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'O', 'X']"
8507,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8508,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', 'X', 'O', 'X', ' ', ' ', 'O']"
8509,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', ' ', 'O', 'O', 'X', ' ']"
8510,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', ' ', 'O', 'X', 'O', ' ', 'X', 'O']"
8511,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'O', 'X', 'X', 'O', ' ', 'O']"
8512,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', ' ', 'O', 'O', 'X', ' ', 'O']"
8513,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'X', 'O', 'X', 'O', 'O']"
8514,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', ' ', ' ', 'X', 'O', 'O', 'O', 'X']"
8515,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'X', 'O', 'O', 'O', 'X']"
8516,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'O', ' ', 'X', 'O', 'X', 'O']"
8517,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', ' ', 'X', 'O', 'O', 'O']"
8518,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'O']"
8519,"('Simulation Play', 'Random')",Winner,X,5,2,"['X', 'X', 'X', ' ', ' ', 'O', ' ', ' ', 'O']"
8520,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', ' ', 'O', 'X', 'O', ' ', 'X', ' ']"
8521,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', ' ', 'X', 'X', 'O', 'O', 'O', 'O']"
8522,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', ' ', ' ', 'X', 'O', 'O', 'X', ' ']"
8523,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'X', 'X', 'X', 'O', 'O']"
8524,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', 'X', 'X', ' ', 'O', 'X', 'O']"
8525,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'X']"
8526,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'X', 'X', 'O', 'O', 'O', 'X']"
8527,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'X', 'O', 'O', 'X', ' ', ' ', 'X']"
8528,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'O', 'X', 'X', 'O', 'X', 'O']"
8529,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'X']"
8530,"('Simulation Play', 'Random')",Winner,O,8,2,"[' ', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'O']"
8531,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', 'O', 'O', 'X', 'X', ' ', 'X', 'O']"
8532,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'O', 'X']"
8533,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'X']"
8534,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', ' ', 'X', 'X', ' ', 'O', 'X', 'O']"
8535,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'O', 'O', 'O', ' ', 'X', 'X']"
8536,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', ' ', 'O', 'O', 'X', 'X', 'O']"
8537,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', ' ', 'O', 'X', 'X', 'O', 'O', 'X']"
8538,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', ' ', 'O', 'X', 'O', 'X', 'O']"
8539,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', ' ', 'O', 'X', 'O', 'X', 'X', 'O']"
8540,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'X', 'X', 'O', 'O', 'O', 'X']"
8541,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'X']"
8542,"('Simulation Play', 'Random')",Winner,O,6,2,"['O', 'X', ' ', 'X', 'O', ' ', ' ', 'X', 'O']"
8543,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'X', 'O']"
8544,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'X']"
8545,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', 'O', ' ', 'O', 'O', 'X']"
8546,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', ' ', 'O', 'O', 'O', 'O', 'X', 'X']"
8547,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'O']"
8548,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8549,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'X', 'O', ' ', 'X', 'O', 'O']"
8550,"('Simulation Play', 'Random')",Winner,O,8,2,"['X', 'X', 'O', 'X', 'O', ' ', 'O', 'O', 'X']"
8551,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'O']"
8552,"('Simulation Play', 'Random')",Winner,X,9,2,"['X', 'X', 'O', 'X', 'O', 'O', 'X', 'O', 'X']"
8553,"('Simulation Play', 'Random')",Winner,X,7,2,"[' ', 'X', ' ', 'O', 'X', 'O', 'X', 'X', 'O']"
8554,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']"
8555,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'X', 'O', 'X', 'X', 'O', ' ', 'O']"
8556,"('Simulation Play', 'Random')",Winner,O,6,2,"[' ', 'X', 'O', 'X', 'O', ' ', 'O', ' ', 'X']"
8557,"('Simulation Play', 'Random')",Draw,None,9,2,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'X', 'O']"
8558,"('Simulation Play', 'Random')",Winner,X,5,2,"[' ', 'X', ' ', 'O', 'X', ' ', 'O', 'X', ' ']"
8559,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'X']"
8560,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'O', 'O', 'X', 'X', 'X']"
8561,"('Simulation Play', 'Random')",Draw,None,9,2,"['O', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'X']"
8562,"('Simulation Play', 'Random')",Winner,O,8,2,"['O', 'X', 'O', 'O', 'X', 'X', 'O', ' ', 'X']"
8563,"('Simulation Play', 'Random')",Winner,X,7,2,"['O', 'X', 'O', ' ', ' ', 'O', 'X', 'X', 'X']"
8564,"('Simulation Play', 'Random')",Winner,X,7,2,"['X', 'X', 'X', 'O', 'X', ' ', ' ', 'O', 'O']"
8565,"('Simulation Play', 'Random')",Winner,X,9,2,"['O', 'X', 'O', 'X', 'X', 'X', 'O', 'O', 'X']"
